#separator:Semicolon
#html:false
"Indicativo
Presente

yo [abandonar]";"yo abandono"
"Indicativo
Presente

vosotras [invocar]";"vosotras invocáis"
"Indicativo
Presente

ellos [invocar]";"ellos invocan"
"Indicativo
Presente

ellas [invocar]";"ellas invocan"
"Indicativo
Presente

Ustedes [invocar]";"Ustedes invocan"
"Indicativo
Presente

yo [jugar]";"yo juego"
"Indicativo
Presente

tú [jugar]";"tú juegas"
"Indicativo
Presente

él [jugar]";"él juega"
"Indicativo
Presente

ella [jugar]";"ella juega"
"Indicativo
Presente

Usted [jugar]";"Usted juega"
"Indicativo
Presente

nosotros [jugar]";"nosotros jugamos"
"Indicativo
Presente

nosotras [jugar]";"nosotras jugamos"
"Indicativo
Presente

vosotros [jugar]";"vosotros jugáis"
"Indicativo
Presente

vosotras [jugar]";"vosotras jugáis"
"Indicativo
Presente

ellos [jugar]";"ellos juegan"
"Indicativo
Presente

ellas [jugar]";"ellas juegan"
"Indicativo
Presente

Ustedes [jugar]";"Ustedes juegan"
"Indicativo
Presente

yo [juntar]";"yo junto"
"Indicativo
Presente

tú [juntar]";"tú juntas"
"Indicativo
Presente

él [juntar]";"él junta"
"Indicativo
Presente

ella [juntar]";"ella junta"
"Indicativo
Presente

Usted [juntar]";"Usted junta"
"Indicativo
Presente

nosotros [juntar]";"nosotros juntamos"
"Indicativo
Presente

nosotras [juntar]";"nosotras juntamos"
"Indicativo
Presente

vosotros [juntar]";"vosotros juntáis"
"Indicativo
Presente

vosotras [juntar]";"vosotras juntáis"
"Indicativo
Presente

ellos [juntar]";"ellos juntan"
"Indicativo
Presente

ellas [juntar]";"ellas juntan"
"Indicativo
Presente

Ustedes [juntar]";"Ustedes juntan"
"Indicativo
Presente

yo [jurar]";"yo juro"
"Indicativo
Presente

tú [jurar]";"tú juras"
"Indicativo
Presente

él [jurar]";"él jura"
"Indicativo
Presente

ella [jurar]";"ella jura"
"Indicativo
Presente

Usted [jurar]";"Usted jura"
"Indicativo
Presente

nosotros [jurar]";"nosotros juramos"
"Indicativo
Presente

nosotras [jurar]";"nosotras juramos"
"Indicativo
Presente

vosotros [jurar]";"vosotros juráis"
"Indicativo
Presente

vosotras [jurar]";"vosotras juráis"
"Indicativo
Presente

ellos [jurar]";"ellos juran"
"Indicativo
Presente

ellas [jurar]";"ellas juran"
"Indicativo
Presente

Ustedes [jurar]";"Ustedes juran"
"Indicativo
Presente

yo [ladrar]";"yo ladro"
"Indicativo
Presente

tú [ladrar]";"tú ladras"
"Indicativo
Presente

él [ladrar]";"él ladra"
"Indicativo
Presente

ella [ladrar]";"ella ladra"
"Indicativo
Presente

Usted [ladrar]";"Usted ladra"
"Indicativo
Presente

nosotros [ladrar]";"nosotros ladramos"
"Indicativo
Presente

nosotras [ladrar]";"nosotras ladramos"
"Indicativo
Presente

vosotros [ladrar]";"vosotros ladráis"
"Indicativo
Presente

vosotras [ladrar]";"vosotras ladráis"
"Indicativo
Presente

ellos [ladrar]";"ellos ladran"
"Indicativo
Presente

ellas [ladrar]";"ellas ladran"
"Indicativo
Presente

Ustedes [ladrar]";"Ustedes ladran"
"Indicativo
Presente

yo [lamentar]";"yo lamento"
"Indicativo
Presente

tú [lamentar]";"tú lamentas"
"Indicativo
Presente

él [lamentar]";"él lamenta"
"Indicativo
Presente

ella [lamentar]";"ella lamenta"
"Indicativo
Presente

Usted [lamentar]";"Usted lamenta"
"Indicativo
Presente

nosotros [lamentar]";"nosotros lamentamos"
"Indicativo
Presente

nosotras [lamentar]";"nosotras lamentamos"
"Indicativo
Presente

vosotros [lamentar]";"vosotros lamentáis"
"Indicativo
Presente

vosotras [lamentar]";"vosotras lamentáis"
"Indicativo
Presente

ellos [lamentar]";"ellos lamentan"
"Indicativo
Presente

ellas [lamentar]";"ellas lamentan"
"Indicativo
Presente

Ustedes [lamentar]";"Ustedes lamentan"
"Indicativo
Presente

yo [lanzar]";"yo lanzo"
"Indicativo
Presente

tú [lanzar]";"tú lanzas"
"Indicativo
Presente

él [lanzar]";"él lanza"
"Indicativo
Presente

ella [lanzar]";"ella lanza"
"Indicativo
Presente

Usted [lanzar]";"Usted lanza"
"Indicativo
Presente

nosotros [lanzar]";"nosotros lanzamos"
"Indicativo
Presente

nosotras [lanzar]";"nosotras lanzamos"
"Indicativo
Presente

vosotros [lanzar]";"vosotros lanzáis"
"Indicativo
Presente

vosotras [lanzar]";"vosotras lanzáis"
"Indicativo
Presente

ellos [lanzar]";"ellos lanzan"
"Indicativo
Presente

ellas [lanzar]";"ellas lanzan"
"Indicativo
Presente

Ustedes [lanzar]";"Ustedes lanzan"
"Indicativo
Presente

yo [lastimar]";"yo lastimo"
"Indicativo
Presente

tú [lastimar]";"tú lastimas"
"Indicativo
Presente

él [lastimar]";"él lastima"
"Indicativo
Presente

ella [lastimar]";"ella lastima"
"Indicativo
Presente

Usted [lastimar]";"Usted lastima"
"Indicativo
Presente

nosotros [lastimar]";"nosotros lastimamos"
"Indicativo
Presente

nosotras [lastimar]";"nosotras lastimamos"
"Indicativo
Presente

vosotros [lastimar]";"vosotros lastimáis"
"Indicativo
Presente

vosotras [lastimar]";"vosotras lastimáis"
"Indicativo
Presente

ellos [lastimar]";"ellos lastiman"
"Indicativo
Presente

ellas [lastimar]";"ellas lastiman"
"Indicativo
Presente

Ustedes [lastimar]";"Ustedes lastiman"
"Indicativo
Presente

yo [lavar]";"yo lavo"
"Indicativo
Presente

tú [lavar]";"tú lavas"
"Indicativo
Presente

él [lavar]";"él lava"
"Indicativo
Presente

ella [lavar]";"ella lava"
"Indicativo
Presente

Usted [lavar]";"Usted lava"
"Indicativo
Presente

nosotros [lavar]";"nosotros lavamos"
"Indicativo
Presente

nosotras [lavar]";"nosotras lavamos"
"Indicativo
Presente

vosotros [lavar]";"vosotros laváis"
"Indicativo
Presente

vosotras [lavar]";"vosotras laváis"
"Indicativo
Presente

ellos [lavar]";"ellos lavan"
"Indicativo
Presente

ellas [lavar]";"ellas lavan"
"Indicativo
Presente

Ustedes [lavar]";"Ustedes lavan"
"Indicativo
Presente

yo [legalizar]";"yo legalizo"
"Indicativo
Presente

tú [legalizar]";"tú legalizas"
"Indicativo
Presente

él [legalizar]";"él legaliza"
"Indicativo
Presente

ella [legalizar]";"ella legaliza"
"Indicativo
Presente

Usted [legalizar]";"Usted legaliza"
"Indicativo
Presente

nosotros [legalizar]";"nosotros legalizamos"
"Indicativo
Presente

nosotras [legalizar]";"nosotras legalizamos"
"Indicativo
Presente

vosotros [legalizar]";"vosotros legalizáis"
"Indicativo
Presente

vosotras [legalizar]";"vosotras legalizáis"
"Indicativo
Presente

ellos [legalizar]";"ellos legalizan"
"Indicativo
Presente

ellas [legalizar]";"ellas legalizan"
"Indicativo
Presente

Ustedes [legalizar]";"Ustedes legalizan"
"Indicativo
Presente

yo [levantar]";"yo levanto"
"Indicativo
Presente

tú [levantar]";"tú levantas"
"Indicativo
Presente

él [levantar]";"él levanta"
"Indicativo
Presente

ella [levantar]";"ella levanta"
"Indicativo
Presente

Usted [levantar]";"Usted levanta"
"Indicativo
Presente

nosotros [levantar]";"nosotros levantamos"
"Indicativo
Presente

nosotras [levantar]";"nosotras levantamos"
"Indicativo
Presente

vosotros [levantar]";"vosotros levantáis"
"Indicativo
Presente

vosotras [levantar]";"vosotras levantáis"
"Indicativo
Presente

ellos [levantar]";"ellos levantan"
"Indicativo
Presente

ellas [levantar]";"ellas levantan"
"Indicativo
Presente

Ustedes [levantar]";"Ustedes levantan"
"Indicativo
Presente

yo [limpiar]";"yo limpio"
"Indicativo
Presente

tú [limpiar]";"tú limpias"
"Indicativo
Presente

él [limpiar]";"él limpia"
"Indicativo
Presente

ella [limpiar]";"ella limpia"
"Indicativo
Presente

Usted [limpiar]";"Usted limpia"
"Indicativo
Presente

nosotros [limpiar]";"nosotros limpiamos"
"Indicativo
Presente

nosotras [limpiar]";"nosotras limpiamos"
"Indicativo
Presente

vosotros [limpiar]";"vosotros limpiáis"
"Indicativo
Presente

vosotras [limpiar]";"vosotras limpiáis"
"Indicativo
Presente

ellos [limpiar]";"ellos limpian"
"Indicativo
Presente

ellas [limpiar]";"ellas limpian"
"Indicativo
Presente

Ustedes [limpiar]";"Ustedes limpian"
"Indicativo
Presente

yo [llamar]";"yo llamo"
"Indicativo
Presente

tú [llamar]";"tú llamas"
"Indicativo
Presente

él [llamar]";"él llama"
"Indicativo
Presente

ella [llamar]";"ella llama"
"Indicativo
Presente

Usted [llamar]";"Usted llama"
"Indicativo
Presente

nosotros [llamar]";"nosotros llamamos"
"Indicativo
Presente

nosotras [llamar]";"nosotras llamamos"
"Indicativo
Presente

vosotros [llamar]";"vosotros llamáis"
"Indicativo
Presente

vosotras [llamar]";"vosotras llamáis"
"Indicativo
Presente

ellos [llamar]";"ellos llaman"
"Indicativo
Presente

ellas [llamar]";"ellas llaman"
"Indicativo
Presente

Ustedes [llamar]";"Ustedes llaman"
"Indicativo
Presente

yo [llegar]";"yo llego"
"Indicativo
Presente

tú [llegar]";"tú llegas"
"Indicativo
Presente

él [llegar]";"él llega"
"Indicativo
Presente

ella [llegar]";"ella llega"
"Indicativo
Presente

Usted [llegar]";"Usted llega"
"Indicativo
Presente

nosotros [llegar]";"nosotros llegamos"
"Indicativo
Presente

nosotras [llegar]";"nosotras llegamos"
"Indicativo
Presente

vosotros [llegar]";"vosotros llegáis"
"Indicativo
Presente

vosotras [llegar]";"vosotras llegáis"
"Indicativo
Presente

ellos [llegar]";"ellos llegan"
"Indicativo
Presente

ellas [llegar]";"ellas llegan"
"Indicativo
Presente

Ustedes [llegar]";"Ustedes llegan"
"Indicativo
Presente

yo [llenar]";"yo lleno"
"Indicativo
Presente

tú [llenar]";"tú llenas"
"Indicativo
Presente

él [llenar]";"él llena"
"Indicativo
Presente

ella [llenar]";"ella llena"
"Indicativo
Presente

Usted [llenar]";"Usted llena"
"Indicativo
Presente

nosotros [llenar]";"nosotros llenamos"
"Indicativo
Presente

nosotras [llenar]";"nosotras llenamos"
"Indicativo
Presente

vosotros [llenar]";"vosotros llenáis"
"Indicativo
Presente

vosotras [llenar]";"vosotras llenáis"
"Indicativo
Presente

ellos [llenar]";"ellos llenan"
"Indicativo
Presente

ellas [llenar]";"ellas llenan"
"Indicativo
Presente

Ustedes [llenar]";"Ustedes llenan"
"Indicativo
Presente

yo [llevar]";"yo llevo"
"Indicativo
Presente

tú [llevar]";"tú llevas"
"Indicativo
Presente

él [llevar]";"él lleva"
"Indicativo
Presente

ella [llevar]";"ella lleva"
"Indicativo
Presente

Usted [llevar]";"Usted lleva"
"Indicativo
Presente

nosotros [llevar]";"nosotros llevamos"
"Indicativo
Presente

nosotras [llevar]";"nosotras llevamos"
"Indicativo
Presente

vosotros [llevar]";"vosotros lleváis"
"Indicativo
Presente

vosotras [llevar]";"vosotras lleváis"
"Indicativo
Presente

ellos [llevar]";"ellos llevan"
"Indicativo
Presente

ellas [llevar]";"ellas llevan"
"Indicativo
Presente

Ustedes [llevar]";"Ustedes llevan"
"Indicativo
Presente

yo [llorar]";"yo lloro"
"Indicativo
Presente

tú [llorar]";"tú lloras"
"Indicativo
Presente

él [llorar]";"él llora"
"Indicativo
Presente

ella [llorar]";"ella llora"
"Indicativo
Presente

Usted [llorar]";"Usted llora"
"Indicativo
Presente

nosotros [llorar]";"nosotros lloramos"
"Indicativo
Presente

nosotras [llorar]";"nosotras lloramos"
"Indicativo
Presente

vosotros [llorar]";"vosotros lloráis"
"Indicativo
Presente

vosotras [llorar]";"vosotras lloráis"
"Indicativo
Presente

ellos [llorar]";"ellos lloran"
"Indicativo
Presente

ellas [llorar]";"ellas lloran"
"Indicativo
Presente

Ustedes [llorar]";"Ustedes lloran"
"Indicativo
Presente

yo [lograr]";"yo logro"
"Indicativo
Presente

tú [lograr]";"tú logras"
"Indicativo
Presente

él [lograr]";"él logra"
"Indicativo
Presente

ella [lograr]";"ella logra"
"Indicativo
Presente

Usted [lograr]";"Usted logra"
"Indicativo
Presente

nosotros [lograr]";"nosotros logramos"
"Indicativo
Presente

nosotras [lograr]";"nosotras logramos"
"Indicativo
Presente

vosotros [lograr]";"vosotros lográis"
"Indicativo
Presente

vosotras [lograr]";"vosotras lográis"
"Indicativo
Presente

ellos [lograr]";"ellos logran"
"Indicativo
Presente

ellas [lograr]";"ellas logran"
"Indicativo
Presente

Ustedes [lograr]";"Ustedes logran"
"Indicativo
Presente

yo [luchar]";"yo lucho"
"Indicativo
Presente

tú [luchar]";"tú luchas"
"Indicativo
Presente

él [luchar]";"él lucha"
"Indicativo
Presente

ella [luchar]";"ella lucha"
"Indicativo
Presente

Usted [luchar]";"Usted lucha"
"Indicativo
Presente

nosotros [luchar]";"nosotros luchamos"
"Indicativo
Presente

nosotras [luchar]";"nosotras luchamos"
"Indicativo
Presente

vosotros [luchar]";"vosotros lucháis"
"Indicativo
Presente

vosotras [luchar]";"vosotras lucháis"
"Indicativo
Presente

ellos [luchar]";"ellos luchan"
"Indicativo
Presente

ellas [luchar]";"ellas luchan"
"Indicativo
Presente

Ustedes [luchar]";"Ustedes luchan"
"Indicativo
Presente

yo [madurar]";"yo maduro"
"Indicativo
Presente

tú [madurar]";"tú maduras"
"Indicativo
Presente

él [madurar]";"él madura"
"Indicativo
Presente

ella [madurar]";"ella madura"
"Indicativo
Presente

Usted [madurar]";"Usted madura"
"Indicativo
Presente

nosotros [madurar]";"nosotros maduramos"
"Indicativo
Presente

nosotras [madurar]";"nosotras maduramos"
"Indicativo
Presente

vosotros [madurar]";"vosotros maduráis"
"Indicativo
Presente

vosotras [madurar]";"vosotras maduráis"
"Indicativo
Presente

ellos [madurar]";"ellos maduran"
"Indicativo
Presente

ellas [madurar]";"ellas maduran"
"Indicativo
Presente

Ustedes [madurar]";"Ustedes maduran"
"Indicativo
Presente

yo [mandar]";"yo mando"
"Indicativo
Presente

tú [mandar]";"tú mandas"
"Indicativo
Presente

él [mandar]";"él manda"
"Indicativo
Presente

ella [mandar]";"ella manda"
"Indicativo
Presente

Usted [mandar]";"Usted manda"
"Indicativo
Presente

nosotros [mandar]";"nosotros mandamos"
"Indicativo
Presente

nosotras [mandar]";"nosotras mandamos"
"Indicativo
Presente

vosotros [mandar]";"vosotros mandáis"
"Indicativo
Presente

vosotras [mandar]";"vosotras mandáis"
"Indicativo
Presente

ellos [mandar]";"ellos mandan"
"Indicativo
Presente

ellas [mandar]";"ellas mandan"
"Indicativo
Presente

Ustedes [mandar]";"Ustedes mandan"
"Indicativo
Presente

yo [manejar]";"yo manejo"
"Indicativo
Presente

tú [manejar]";"tú manejas"
"Indicativo
Presente

él [manejar]";"él maneja"
"Indicativo
Presente

ella [manejar]";"ella maneja"
"Indicativo
Presente

Usted [manejar]";"Usted maneja"
"Indicativo
Presente

nosotros [manejar]";"nosotros manejamos"
"Indicativo
Presente

nosotras [manejar]";"nosotras manejamos"
"Indicativo
Presente

vosotros [manejar]";"vosotros manejáis"
"Indicativo
Presente

vosotras [manejar]";"vosotras manejáis"
"Indicativo
Presente

ellos [manejar]";"ellos manejan"
"Indicativo
Presente

ellas [manejar]";"ellas manejan"
"Indicativo
Presente

Ustedes [manejar]";"Ustedes manejan"
"Indicativo
Presente

yo [maquillar]";"yo maquillo"
"Indicativo
Presente

tú [maquillar]";"tú maquillas"
"Indicativo
Presente

él [maquillar]";"él maquilla"
"Indicativo
Presente

ella [maquillar]";"ella maquilla"
"Indicativo
Presente

Usted [maquillar]";"Usted maquilla"
"Indicativo
Presente

nosotros [maquillar]";"nosotros maquillamos"
"Indicativo
Presente

nosotras [maquillar]";"nosotras maquillamos"
"Indicativo
Presente

vosotros [maquillar]";"vosotros maquilláis"
"Indicativo
Presente

vosotras [maquillar]";"vosotras maquilláis"
"Indicativo
Presente

ellos [maquillar]";"ellos maquillan"
"Indicativo
Presente

ellas [maquillar]";"ellas maquillan"
"Indicativo
Presente

Ustedes [maquillar]";"Ustedes maquillan"
"Indicativo
Presente

yo [marcar]";"yo marco"
"Indicativo
Presente

tú [marcar]";"tú marcas"
"Indicativo
Presente

él [marcar]";"él marca"
"Indicativo
Presente

ella [marcar]";"ella marca"
"Indicativo
Presente

Usted [marcar]";"Usted marca"
"Indicativo
Presente

nosotros [marcar]";"nosotros marcamos"
"Indicativo
Presente

nosotras [marcar]";"nosotras marcamos"
"Indicativo
Presente

vosotros [marcar]";"vosotros marcáis"
"Indicativo
Presente

vosotras [marcar]";"vosotras marcáis"
"Indicativo
Presente

ellos [marcar]";"ellos marcan"
"Indicativo
Presente

ellas [marcar]";"ellas marcan"
"Indicativo
Presente

Ustedes [marcar]";"Ustedes marcan"
"Indicativo
Presente

yo [masticar]";"yo mastico"
"Indicativo
Presente

tú [masticar]";"tú masticas"
"Indicativo
Presente

él [masticar]";"él mastica"
"Indicativo
Presente

ella [masticar]";"ella mastica"
"Indicativo
Presente

Usted [masticar]";"Usted mastica"
"Indicativo
Presente

nosotros [masticar]";"nosotros masticamos"
"Indicativo
Presente

nosotras [masticar]";"nosotras masticamos"
"Indicativo
Presente

vosotros [masticar]";"vosotros masticáis"
"Indicativo
Presente

vosotras [masticar]";"vosotras masticáis"
"Indicativo
Presente

ellos [masticar]";"ellos mastican"
"Indicativo
Presente

ellas [masticar]";"ellas mastican"
"Indicativo
Presente

Ustedes [masticar]";"Ustedes mastican"
"Indicativo
Presente

yo [matar]";"yo mato"
"Indicativo
Presente

tú [matar]";"tú matas"
"Indicativo
Presente

él [matar]";"él mata"
"Indicativo
Presente

ella [matar]";"ella mata"
"Indicativo
Presente

Usted [matar]";"Usted mata"
"Indicativo
Presente

nosotros [matar]";"nosotros matamos"
"Indicativo
Presente

nosotras [matar]";"nosotras matamos"
"Indicativo
Presente

vosotros [matar]";"vosotros matáis"
"Indicativo
Presente

vosotras [matar]";"vosotras matáis"
"Indicativo
Presente

ellos [matar]";"ellos matan"
"Indicativo
Presente

ellas [matar]";"ellas matan"
"Indicativo
Presente

Ustedes [matar]";"Ustedes matan"
"Indicativo
Presente

yo [matricular]";"yo matriculo"
"Indicativo
Presente

tú [matricular]";"tú matriculas"
"Indicativo
Presente

él [matricular]";"él matricula"
"Indicativo
Presente

ella [matricular]";"ella matricula"
"Indicativo
Presente

Usted [matricular]";"Usted matricula"
"Indicativo
Presente

nosotros [matricular]";"nosotros matriculamos"
"Indicativo
Presente

nosotras [matricular]";"nosotras matriculamos"
"Indicativo
Presente

vosotros [matricular]";"vosotros matriculáis"
"Indicativo
Presente

vosotras [matricular]";"vosotras matriculáis"
"Indicativo
Presente

ellos [matricular]";"ellos matriculan"
"Indicativo
Presente

ellas [matricular]";"ellas matriculan"
"Indicativo
Presente

Ustedes [matricular]";"Ustedes matriculan"
"Indicativo
Presente

yo [merendar]";"yo meriendo"
"Indicativo
Presente

tú [merendar]";"tú meriendas"
"Indicativo
Presente

él [merendar]";"él merienda"
"Indicativo
Presente

ella [merendar]";"ella merienda"
"Indicativo
Presente

Usted [merendar]";"Usted merienda"
"Indicativo
Presente

nosotros [merendar]";"nosotros merendamos"
"Indicativo
Presente

nosotras [merendar]";"nosotras merendamos"
"Indicativo
Presente

vosotros [merendar]";"vosotros merendáis"
"Indicativo
Presente

vosotras [merendar]";"vosotras merendáis"
"Indicativo
Presente

ellos [merendar]";"ellos meriendan"
