#separator:Semicolon
#html:false
"Indicativo
Pretérito

yo [abandonar]";"yo abandoné"
"Indicativo
Pretérito

ellos [gustar]";"ellos gustaron"
"Indicativo
Pretérito

ellas [gustar]";"ellas gustaron"
"Indicativo
Pretérito

Ustedes [gustar]";"Ustedes gustaron"
"Indicativo
Pretérito

yo [hablar]";"yo hablé"
"Indicativo
Pretérito

tú [hablar]";"tú hablaste"
"Indicativo
Pretérito

él [hablar]";"él habló"
"Indicativo
Pretérito

ella [hablar]";"ella habló"
"Indicativo
Pretérito

Usted [hablar]";"Usted habló"
"Indicativo
Pretérito

nosotros [hablar]";"nosotros hablamos"
"Indicativo
Pretérito

nosotras [hablar]";"nosotras hablamos"
"Indicativo
Pretérito

vosotros [hablar]";"vosotros hablasteis"
"Indicativo
Pretérito

vosotras [hablar]";"vosotras hablasteis"
"Indicativo
Pretérito

ellos [hablar]";"ellos hablaron"
"Indicativo
Pretérito

ellas [hablar]";"ellas hablaron"
"Indicativo
Pretérito

Ustedes [hablar]";"Ustedes hablaron"
"Indicativo
Pretérito

yo [hallar]";"yo hallé"
"Indicativo
Pretérito

tú [hallar]";"tú hallaste"
"Indicativo
Pretérito

él [hallar]";"él halló"
"Indicativo
Pretérito

ella [hallar]";"ella halló"
"Indicativo
Pretérito

Usted [hallar]";"Usted halló"
"Indicativo
Pretérito

nosotros [hallar]";"nosotros hallamos"
"Indicativo
Pretérito

nosotras [hallar]";"nosotras hallamos"
"Indicativo
Pretérito

vosotros [hallar]";"vosotros hallasteis"
"Indicativo
Pretérito

vosotras [hallar]";"vosotras hallasteis"
"Indicativo
Pretérito

ellos [hallar]";"ellos hallaron"
"Indicativo
Pretérito

ellas [hallar]";"ellas hallaron"
"Indicativo
Pretérito

Ustedes [hallar]";"Ustedes hallaron"
"Indicativo
Pretérito

yo [helar]";"yo helé"
"Indicativo
Pretérito

tú [helar]";"tú helaste"
"Indicativo
Pretérito

él [helar]";"él heló"
"Indicativo
Pretérito

ella [helar]";"ella heló"
"Indicativo
Pretérito

Usted [helar]";"Usted heló"
"Indicativo
Pretérito

nosotros [helar]";"nosotros helamos"
"Indicativo
Pretérito

nosotras [helar]";"nosotras helamos"
"Indicativo
Pretérito

vosotros [helar]";"vosotros helasteis"
"Indicativo
Pretérito

vosotras [helar]";"vosotras helasteis"
"Indicativo
Pretérito

ellos [helar]";"ellos helaron"
"Indicativo
Pretérito

ellas [helar]";"ellas helaron"
"Indicativo
Pretérito

Ustedes [helar]";"Ustedes helaron"
"Indicativo
Pretérito

yo [heredar]";"yo heredé"
"Indicativo
Pretérito

tú [heredar]";"tú heredaste"
"Indicativo
Pretérito

él [heredar]";"él heredó"
"Indicativo
Pretérito

ella [heredar]";"ella heredó"
"Indicativo
Pretérito

Usted [heredar]";"Usted heredó"
"Indicativo
Pretérito

nosotros [heredar]";"nosotros heredamos"
"Indicativo
Pretérito

nosotras [heredar]";"nosotras heredamos"
"Indicativo
Pretérito

vosotros [heredar]";"vosotros heredasteis"
"Indicativo
Pretérito

vosotras [heredar]";"vosotras heredasteis"
"Indicativo
Pretérito

ellos [heredar]";"ellos heredaron"
"Indicativo
Pretérito

ellas [heredar]";"ellas heredaron"
"Indicativo
Pretérito

Ustedes [heredar]";"Ustedes heredaron"
"Indicativo
Pretérito

yo [ilustrar]";"yo ilustré"
"Indicativo
Pretérito

tú [ilustrar]";"tú ilustraste"
"Indicativo
Pretérito

él [ilustrar]";"él ilustró"
"Indicativo
Pretérito

ella [ilustrar]";"ella ilustró"
"Indicativo
Pretérito

Usted [ilustrar]";"Usted ilustró"
"Indicativo
Pretérito

nosotros [ilustrar]";"nosotros ilustramos"
"Indicativo
Pretérito

nosotras [ilustrar]";"nosotras ilustramos"
"Indicativo
Pretérito

vosotros [ilustrar]";"vosotros ilustrasteis"
"Indicativo
Pretérito

vosotras [ilustrar]";"vosotras ilustrasteis"
"Indicativo
Pretérito

ellos [ilustrar]";"ellos ilustraron"
"Indicativo
Pretérito

ellas [ilustrar]";"ellas ilustraron"
"Indicativo
Pretérito

Ustedes [ilustrar]";"Ustedes ilustraron"
"Indicativo
Pretérito

yo [importar]";"yo importé"
"Indicativo
Pretérito

tú [importar]";"tú importaste"
"Indicativo
Pretérito

él [importar]";"él importó"
"Indicativo
Pretérito

ella [importar]";"ella importó"
"Indicativo
Pretérito

Usted [importar]";"Usted importó"
"Indicativo
Pretérito

nosotros [importar]";"nosotros importamos"
"Indicativo
Pretérito

nosotras [importar]";"nosotras importamos"
"Indicativo
Pretérito

vosotros [importar]";"vosotros importasteis"
"Indicativo
Pretérito

vosotras [importar]";"vosotras importasteis"
"Indicativo
Pretérito

ellos [importar]";"ellos importaron"
"Indicativo
Pretérito

ellas [importar]";"ellas importaron"
"Indicativo
Pretérito

Ustedes [importar]";"Ustedes importaron"
"Indicativo
Pretérito

yo [indicar]";"yo indiqué"
"Indicativo
Pretérito

tú [indicar]";"tú indicaste"
"Indicativo
Pretérito

él [indicar]";"él indicó"
"Indicativo
Pretérito

ella [indicar]";"ella indicó"
"Indicativo
Pretérito

Usted [indicar]";"Usted indicó"
"Indicativo
Pretérito

nosotros [indicar]";"nosotros indicamos"
"Indicativo
Pretérito

nosotras [indicar]";"nosotras indicamos"
"Indicativo
Pretérito

vosotros [indicar]";"vosotros indicasteis"
"Indicativo
Pretérito

vosotras [indicar]";"vosotras indicasteis"
"Indicativo
Pretérito

ellos [indicar]";"ellos indicaron"
"Indicativo
Pretérito

ellas [indicar]";"ellas indicaron"
"Indicativo
Pretérito

Ustedes [indicar]";"Ustedes indicaron"
"Indicativo
Pretérito

yo [informar]";"yo informé"
"Indicativo
Pretérito

tú [informar]";"tú informaste"
"Indicativo
Pretérito

él [informar]";"él informó"
"Indicativo
Pretérito

ella [informar]";"ella informó"
"Indicativo
Pretérito

Usted [informar]";"Usted informó"
"Indicativo
Pretérito

nosotros [informar]";"nosotros informamos"
"Indicativo
Pretérito

nosotras [informar]";"nosotras informamos"
"Indicativo
Pretérito

vosotros [informar]";"vosotros informasteis"
"Indicativo
Pretérito

vosotras [informar]";"vosotras informasteis"
"Indicativo
Pretérito

ellos [informar]";"ellos informaron"
"Indicativo
Pretérito

ellas [informar]";"ellas informaron"
"Indicativo
Pretérito

Ustedes [informar]";"Ustedes informaron"
"Indicativo
Pretérito

yo [iniciar]";"yo inicié"
"Indicativo
Pretérito

tú [iniciar]";"tú iniciaste"
"Indicativo
Pretérito

él [iniciar]";"él inició"
"Indicativo
Pretérito

ella [iniciar]";"ella inició"
"Indicativo
Pretérito

Usted [iniciar]";"Usted inició"
"Indicativo
Pretérito

nosotros [iniciar]";"nosotros iniciamos"
"Indicativo
Pretérito

nosotras [iniciar]";"nosotras iniciamos"
"Indicativo
Pretérito

vosotros [iniciar]";"vosotros iniciasteis"
"Indicativo
Pretérito

vosotras [iniciar]";"vosotras iniciasteis"
"Indicativo
Pretérito

ellos [iniciar]";"ellos iniciaron"
"Indicativo
Pretérito

ellas [iniciar]";"ellas iniciaron"
"Indicativo
Pretérito

Ustedes [iniciar]";"Ustedes iniciaron"
"Indicativo
Pretérito

yo [inmigrar]";"yo inmigré"
"Indicativo
Pretérito

tú [inmigrar]";"tú inmigraste"
"Indicativo
Pretérito

él [inmigrar]";"él inmigró"
"Indicativo
Pretérito

ella [inmigrar]";"ella inmigró"
"Indicativo
Pretérito

Usted [inmigrar]";"Usted inmigró"
"Indicativo
Pretérito

nosotros [inmigrar]";"nosotros inmigramos"
"Indicativo
Pretérito

nosotras [inmigrar]";"nosotras inmigramos"
"Indicativo
Pretérito

vosotros [inmigrar]";"vosotros inmigrasteis"
"Indicativo
Pretérito

vosotras [inmigrar]";"vosotras inmigrasteis"
"Indicativo
Pretérito

ellos [inmigrar]";"ellos inmigraron"
"Indicativo
Pretérito

ellas [inmigrar]";"ellas inmigraron"
"Indicativo
Pretérito

Ustedes [inmigrar]";"Ustedes inmigraron"
"Indicativo
Pretérito

yo [insultar]";"yo insulté"
"Indicativo
Pretérito

tú [insultar]";"tú insultaste"
"Indicativo
Pretérito

él [insultar]";"él insultó"
"Indicativo
Pretérito

ella [insultar]";"ella insultó"
"Indicativo
Pretérito

Usted [insultar]";"Usted insultó"
"Indicativo
Pretérito

nosotros [insultar]";"nosotros insultamos"
"Indicativo
Pretérito

nosotras [insultar]";"nosotras insultamos"
"Indicativo
Pretérito

vosotros [insultar]";"vosotros insultasteis"
"Indicativo
Pretérito

vosotras [insultar]";"vosotras insultasteis"
"Indicativo
Pretérito

ellos [insultar]";"ellos insultaron"
"Indicativo
Pretérito

ellas [insultar]";"ellas insultaron"
"Indicativo
Pretérito

Ustedes [insultar]";"Ustedes insultaron"
"Indicativo
Pretérito

yo [instalar]";"yo instalé"
"Indicativo
Pretérito

tú [instalar]";"tú instalaste"
"Indicativo
Pretérito

él [instalar]";"él instaló"
"Indicativo
Pretérito

ella [instalar]";"ella instaló"
"Indicativo
Pretérito

Usted [instalar]";"Usted instaló"
"Indicativo
Pretérito

nosotros [instalar]";"nosotros instalamos"
"Indicativo
Pretérito

nosotras [instalar]";"nosotras instalamos"
"Indicativo
Pretérito

vosotros [instalar]";"vosotros instalasteis"
"Indicativo
Pretérito

vosotras [instalar]";"vosotras instalasteis"
"Indicativo
Pretérito

ellos [instalar]";"ellos instalaron"
"Indicativo
Pretérito

ellas [instalar]";"ellas instalaron"
"Indicativo
Pretérito

Ustedes [instalar]";"Ustedes instalaron"
"Indicativo
Pretérito

yo [intentar]";"yo intenté"
"Indicativo
Pretérito

tú [intentar]";"tú intentaste"
"Indicativo
Pretérito

él [intentar]";"él intentó"
"Indicativo
Pretérito

ella [intentar]";"ella intentó"
"Indicativo
Pretérito

Usted [intentar]";"Usted intentó"
"Indicativo
Pretérito

nosotros [intentar]";"nosotros intentamos"
"Indicativo
Pretérito

nosotras [intentar]";"nosotras intentamos"
"Indicativo
Pretérito

vosotros [intentar]";"vosotros intentasteis"
"Indicativo
Pretérito

vosotras [intentar]";"vosotras intentasteis"
"Indicativo
Pretérito

ellos [intentar]";"ellos intentaron"
"Indicativo
Pretérito

ellas [intentar]";"ellas intentaron"
"Indicativo
Pretérito

Ustedes [intentar]";"Ustedes intentaron"
"Indicativo
Pretérito

yo [interesar]";"yo interesé"
"Indicativo
Pretérito

tú [interesar]";"tú interesaste"
"Indicativo
Pretérito

él [interesar]";"él interesó"
"Indicativo
Pretérito

ella [interesar]";"ella interesó"
"Indicativo
Pretérito

Usted [interesar]";"Usted interesó"
"Indicativo
Pretérito

nosotros [interesar]";"nosotros interesamos"
"Indicativo
Pretérito

nosotras [interesar]";"nosotras interesamos"
"Indicativo
Pretérito

vosotros [interesar]";"vosotros interesasteis"
"Indicativo
Pretérito

vosotras [interesar]";"vosotras interesasteis"
"Indicativo
Pretérito

ellos [interesar]";"ellos interesaron"
"Indicativo
Pretérito

ellas [interesar]";"ellas interesaron"
"Indicativo
Pretérito

Ustedes [interesar]";"Ustedes interesaron"
"Indicativo
Pretérito

yo [interpretar]";"yo interpreté"
"Indicativo
Pretérito

tú [interpretar]";"tú interpretaste"
"Indicativo
Pretérito

él [interpretar]";"él interpretó"
"Indicativo
Pretérito

ella [interpretar]";"ella interpretó"
"Indicativo
Pretérito

Usted [interpretar]";"Usted interpretó"
"Indicativo
Pretérito

nosotros [interpretar]";"nosotros interpretamos"
"Indicativo
Pretérito

nosotras [interpretar]";"nosotras interpretamos"
"Indicativo
Pretérito

vosotros [interpretar]";"vosotros interpretasteis"
"Indicativo
Pretérito

vosotras [interpretar]";"vosotras interpretasteis"
"Indicativo
Pretérito

ellos [interpretar]";"ellos interpretaron"
"Indicativo
Pretérito

ellas [interpretar]";"ellas interpretaron"
"Indicativo
Pretérito

Ustedes [interpretar]";"Ustedes interpretaron"
"Indicativo
Pretérito

yo [inventar]";"yo inventé"
"Indicativo
Pretérito

tú [inventar]";"tú inventaste"
"Indicativo
Pretérito

él [inventar]";"él inventó"
"Indicativo
Pretérito

ella [inventar]";"ella inventó"
"Indicativo
Pretérito

Usted [inventar]";"Usted inventó"
"Indicativo
Pretérito

nosotros [inventar]";"nosotros inventamos"
"Indicativo
Pretérito

nosotras [inventar]";"nosotras inventamos"
"Indicativo
Pretérito

vosotros [inventar]";"vosotros inventasteis"
"Indicativo
Pretérito

vosotras [inventar]";"vosotras inventasteis"
"Indicativo
Pretérito

ellos [inventar]";"ellos inventaron"
"Indicativo
Pretérito

ellas [inventar]";"ellas inventaron"
"Indicativo
Pretérito

Ustedes [inventar]";"Ustedes inventaron"
"Indicativo
Pretérito

yo [investigar]";"yo investigué"
"Indicativo
Pretérito

tú [investigar]";"tú investigaste"
"Indicativo
Pretérito

él [investigar]";"él investigó"
"Indicativo
Pretérito

ella [investigar]";"ella investigó"
"Indicativo
Pretérito

Usted [investigar]";"Usted investigó"
"Indicativo
Pretérito

nosotros [investigar]";"nosotros investigamos"
"Indicativo
Pretérito

nosotras [investigar]";"nosotras investigamos"
"Indicativo
Pretérito

vosotros [investigar]";"vosotros investigasteis"
"Indicativo
Pretérito

vosotras [investigar]";"vosotras investigasteis"
"Indicativo
Pretérito

ellos [investigar]";"ellos investigaron"
"Indicativo
Pretérito

ellas [investigar]";"ellas investigaron"
"Indicativo
Pretérito

Ustedes [investigar]";"Ustedes investigaron"
"Indicativo
Pretérito

yo [invitar]";"yo invité"
"Indicativo
Pretérito

tú [invitar]";"tú invitaste"
"Indicativo
Pretérito

él [invitar]";"él invitó"
"Indicativo
Pretérito

ella [invitar]";"ella invitó"
"Indicativo
Pretérito

Usted [invitar]";"Usted invitó"
"Indicativo
Pretérito

nosotros [invitar]";"nosotros invitamos"
"Indicativo
Pretérito

nosotras [invitar]";"nosotras invitamos"
"Indicativo
Pretérito

vosotros [invitar]";"vosotros invitasteis"
"Indicativo
Pretérito

vosotras [invitar]";"vosotras invitasteis"
"Indicativo
Pretérito

ellos [invitar]";"ellos invitaron"
"Indicativo
Pretérito

ellas [invitar]";"ellas invitaron"
"Indicativo
Pretérito

Ustedes [invitar]";"Ustedes invitaron"
"Indicativo
Pretérito

yo [invocar]";"yo invoqué"
"Indicativo
Pretérito

tú [invocar]";"tú invocaste"
"Indicativo
Pretérito

él [invocar]";"él invocó"
"Indicativo
Pretérito

ella [invocar]";"ella invocó"
"Indicativo
Pretérito

Usted [invocar]";"Usted invocó"
"Indicativo
Pretérito

nosotros [invocar]";"nosotros invocamos"
"Indicativo
Pretérito

nosotras [invocar]";"nosotras invocamos"
"Indicativo
Pretérito

vosotros [invocar]";"vosotros invocasteis"
"Indicativo
Pretérito

vosotras [invocar]";"vosotras invocasteis"
"Indicativo
Pretérito

ellos [invocar]";"ellos invocaron"
"Indicativo
Pretérito

ellas [invocar]";"ellas invocaron"
"Indicativo
Pretérito

Ustedes [invocar]";"Ustedes invocaron"
"Indicativo
Pretérito

yo [jugar]";"yo jugué"
"Indicativo
Pretérito

tú [jugar]";"tú jugaste"
"Indicativo
Pretérito

él [jugar]";"él jugó"
"Indicativo
Pretérito

ella [jugar]";"ella jugó"
"Indicativo
Pretérito

Usted [jugar]";"Usted jugó"
"Indicativo
Pretérito

nosotros [jugar]";"nosotros jugamos"
"Indicativo
Pretérito

nosotras [jugar]";"nosotras jugamos"
"Indicativo
Pretérito

vosotros [jugar]";"vosotros jugasteis"
"Indicativo
Pretérito

vosotras [jugar]";"vosotras jugasteis"
"Indicativo
Pretérito

ellos [jugar]";"ellos jugaron"
"Indicativo
Pretérito

ellas [jugar]";"ellas jugaron"
"Indicativo
Pretérito

Ustedes [jugar]";"Ustedes jugaron"
"Indicativo
Pretérito

yo [juntar]";"yo junté"
"Indicativo
Pretérito

tú [juntar]";"tú juntaste"
"Indicativo
Pretérito

él [juntar]";"él juntó"
"Indicativo
Pretérito

ella [juntar]";"ella juntó"
"Indicativo
Pretérito

Usted [juntar]";"Usted juntó"
"Indicativo
Pretérito

nosotros [juntar]";"nosotros juntamos"
"Indicativo
Pretérito

nosotras [juntar]";"nosotras juntamos"
"Indicativo
Pretérito

vosotros [juntar]";"vosotros juntasteis"
"Indicativo
Pretérito

vosotras [juntar]";"vosotras juntasteis"
"Indicativo
Pretérito

ellos [juntar]";"ellos juntaron"
"Indicativo
Pretérito

ellas [juntar]";"ellas juntaron"
"Indicativo
Pretérito

Ustedes [juntar]";"Ustedes juntaron"
"Indicativo
Pretérito

yo [jurar]";"yo juré"
"Indicativo
Pretérito

tú [jurar]";"tú juraste"
"Indicativo
Pretérito

él [jurar]";"él juró"
"Indicativo
Pretérito

ella [jurar]";"ella juró"
"Indicativo
Pretérito

Usted [jurar]";"Usted juró"
"Indicativo
Pretérito

nosotros [jurar]";"nosotros juramos"
"Indicativo
Pretérito

nosotras [jurar]";"nosotras juramos"
"Indicativo
Pretérito

vosotros [jurar]";"vosotros jurasteis"
"Indicativo
Pretérito

vosotras [jurar]";"vosotras jurasteis"
"Indicativo
Pretérito

ellos [jurar]";"ellos juraron"
"Indicativo
Pretérito

ellas [jurar]";"ellas juraron"
"Indicativo
Pretérito

Ustedes [jurar]";"Ustedes juraron"
"Indicativo
Pretérito

yo [ladrar]";"yo ladré"
"Indicativo
Pretérito

tú [ladrar]";"tú ladraste"
"Indicativo
Pretérito

él [ladrar]";"él ladró"
"Indicativo
Pretérito

ella [ladrar]";"ella ladró"
"Indicativo
Pretérito

Usted [ladrar]";"Usted ladró"
"Indicativo
Pretérito

nosotros [ladrar]";"nosotros ladramos"
"Indicativo
Pretérito

nosotras [ladrar]";"nosotras ladramos"
"Indicativo
Pretérito

vosotros [ladrar]";"vosotros ladrasteis"
"Indicativo
Pretérito

vosotras [ladrar]";"vosotras ladrasteis"
"Indicativo
Pretérito

ellos [ladrar]";"ellos ladraron"
"Indicativo
Pretérito

ellas [ladrar]";"ellas ladraron"
"Indicativo
Pretérito

Ustedes [ladrar]";"Ustedes ladraron"
"Indicativo
Pretérito

yo [lamentar]";"yo lamenté"
"Indicativo
Pretérito

tú [lamentar]";"tú lamentaste"
"Indicativo
Pretérito

él [lamentar]";"él lamentó"
"Indicativo
Pretérito

ella [lamentar]";"ella lamentó"
"Indicativo
Pretérito

Usted [lamentar]";"Usted lamentó"
"Indicativo
Pretérito

nosotros [lamentar]";"nosotros lamentamos"
"Indicativo
Pretérito

nosotras [lamentar]";"nosotras lamentamos"
"Indicativo
Pretérito

vosotros [lamentar]";"vosotros lamentasteis"
"Indicativo
Pretérito

vosotras [lamentar]";"vosotras lamentasteis"
"Indicativo
Pretérito

ellos [lamentar]";"ellos lamentaron"
"Indicativo
Pretérito

ellas [lamentar]";"ellas lamentaron"
"Indicativo
Pretérito

Ustedes [lamentar]";"Ustedes lamentaron"
"Indicativo
Pretérito

yo [lanzar]";"yo lancé"
"Indicativo
Pretérito

tú [lanzar]";"tú lanzaste"
"Indicativo
Pretérito

él [lanzar]";"él lanzó"
"Indicativo
Pretérito

ella [lanzar]";"ella lanzó"
"Indicativo
Pretérito

Usted [lanzar]";"Usted lanzó"
"Indicativo
Pretérito

nosotros [lanzar]";"nosotros lanzamos"
"Indicativo
Pretérito

nosotras [lanzar]";"nosotras lanzamos"
"Indicativo
Pretérito

vosotros [lanzar]";"vosotros lanzasteis"
"Indicativo
Pretérito

vosotras [lanzar]";"vosotras lanzasteis"
"Indicativo
Pretérito

ellos [lanzar]";"ellos lanzaron"
"Indicativo
Pretérito

ellas [lanzar]";"ellas lanzaron"
"Indicativo
Pretérito

Ustedes [lanzar]";"Ustedes lanzaron"
"Indicativo
Pretérito

yo [lastimar]";"yo lastimé"
"Indicativo
Pretérito

tú [lastimar]";"tú lastimaste"
"Indicativo
Pretérito

él [lastimar]";"él lastimó"
"Indicativo
Pretérito

ella [lastimar]";"ella lastimó"
"Indicativo
Pretérito

Usted [lastimar]";"Usted lastimó"
"Indicativo
Pretérito

nosotros [lastimar]";"nosotros lastimamos"
"Indicativo
Pretérito

nosotras [lastimar]";"nosotras lastimamos"
"Indicativo
Pretérito

vosotros [lastimar]";"vosotros lastimasteis"
"Indicativo
Pretérito

vosotras [lastimar]";"vosotras lastimasteis"
"Indicativo
Pretérito

ellos [lastimar]";"ellos lastimaron"
"Indicativo
Pretérito

ellas [lastimar]";"ellas lastimaron"
"Indicativo
Pretérito

Ustedes [lastimar]";"Ustedes lastimaron"
"Indicativo
Pretérito

yo [lavar]";"yo lavé"
"Indicativo
Pretérito

tú [lavar]";"tú lavaste"
"Indicativo
Pretérito

él [lavar]";"él lavó"
"Indicativo
Pretérito

ella [lavar]";"ella lavó"
"Indicativo
Pretérito

Usted [lavar]";"Usted lavó"
"Indicativo
Pretérito

nosotros [lavar]";"nosotros lavamos"
"Indicativo
Pretérito

nosotras [lavar]";"nosotras lavamos"
